date,coin_type,circulation_supply
2017-02-04,BTC,16144827.2953032
2017-02-05,BTC,16146814.7953032
2017-02-06,BTC,16148377.2953032
2017-02-07,BTC,16150264.7953032
2017-02-08,BTC,16152089.7953032
2017-02-09,BTC,16154202.2953032
2017-02-10,BTC,16156039.7953033
2017-02-11,BTC,16157777.2953033
2017-02-12,BTC,16159527.2953033
2017-02-13,BTC,16161564.7953032
2017-02-14,BTC,16163677.2953032
2017-02-15,BTC,16165414.7953033
2017-02-16,BTC,16167302.2953033
2017-02-17,BTC,16169189.7953033
2017-02-18,BTC,16171077.2953033
2017-02-19,BTC,16172752.2953032
2017-02-20,BTC,16174602.2953033
2017-02-21,BTC,16176327.2953032
2017-02-22,BTC,16178052.2953032
2017-02-23,BTC,16179927.2953033
2017-02-24,BTC,16181964.7953033
2017-02-25,BTC,16184052.2953033
2017-02-26,BTC,16186277.2953033
2017-02-27,BTC,16188077.2953032
2017-02-28,BTC,16189989.7953032
2017-03-01,BTC,16191789.7953033
2017-03-02,BTC,16193752.2953032
2017-03-03,BTC,16195639.7953032
2017-03-04,BTC,16197289.7953032
2017-03-05,BTC,16199127.2953033
2017-03-06,BTC,16200902.2953032
2017-03-07,BTC,16202814.7953032
2017-03-08,BTC,16204589.7953032
2017-03-09,BTC,16206439.7953032
2017-03-10,BTC,16208389.7953033
2017-03-11,BTC,16210252.2953033
2017-03-12,BTC,16212189.7953032
2017-03-13,BTC,16214002.2953032
2017-03-14,BTC,16215952.2953033
2017-03-15,BTC,16217727.2953032
2017-03-16,BTC,16219639.7953032
2017-03-17,BTC,16221564.7953032
2017-03-18,BTC,16223527.2953032
2017-03-19,BTC,16225589.7953032
2017-03-20,BTC,16227289.7953032
2017-03-21,BTC,16229064.7953032
2017-03-22,BTC,16231052.2953033
2017-03-23,BTC,16232902.2953032
2017-03-24,BTC,16235102.2953033
2017-03-25,BTC,16236764.7953032
2017-03-26,BTC,16238839.7953032
2017-03-27,BTC,16240489.7953032
2017-03-28,BTC,16242427.2953032
2017-03-29,BTC,16244152.2953033
2017-03-30,BTC,16246202.2953033
2017-03-31,BTC,16247889.7953032
2017-04-01,BTC,16249539.7953033
2017-04-02,BTC,16251514.7953033
2017-04-03,BTC,16253714.7953032
2017-04-04,BTC,16255277.2953032
2017-04-05,BTC,16257302.2953033
2017-04-06,BTC,16259139.7953033
2017-04-07,BTC,16261164.7953033
2017-04-08,BTC,16262877.2953032
2017-04-09,BTC,16264864.7953033
2017-04-10,BTC,16266702.2953032
2017-04-11,BTC,16268789.7953033
2017-04-12,BTC,16270564.7953032
2017-04-13,BTC,16272152.2953032
2017-04-14,BTC,16273889.7953033
2017-04-15,BTC,16275764.7953032
2017-04-16,BTC,16277589.7953033
2017-04-17,BTC,16279314.7953032
2017-04-18,BTC,16281139.7953033
2017-04-19,BTC,16282927.2953033
2017-04-20,BTC,16284652.2953032
2017-04-21,BTC,16286739.7953032
2017-04-22,BTC,16288552.2953033
2017-04-23,BTC,16290464.7953033
2017-04-24,BTC,16292014.7953032
2017-04-25,BTC,16293864.7953032
2017-04-26,BTC,16295777.2953033
2017-04-27,BTC,16297614.7953032
2017-04-28,BTC,16299314.7953032
2017-04-29,BTC,16301477.2953033
2017-04-30,BTC,16303364.7953033
2017-05-01,BTC,16305239.7953032
2017-05-02,BTC,16307214.7953033
2017-05-03,BTC,16308864.7953032
2017-05-04,BTC,16310964.7953032
2017-05-05,BTC,16312577.2953032
2017-05-06,BTC,16314677.2953032
2017-05-07,BTC,16316764.7953033
2017-05-08,BTC,16319014.7953033
2017-05-09,BTC,16320952.2953032
2017-05-10,BTC,16322802.2953032
2017-05-11,BTC,16324489.7953032
2017-05-12,BTC,16326414.7953032
2017-05-13,BTC,16328389.7953033
2017-05-14,BTC,16330439.7953033
2017-05-15,BTC,16332564.7953033
2017-05-16,BTC,16334214.7953032
2017-05-17,BTC,16336152.2953033
2017-05-18,BTC,16337927.2953033
2017-05-19,BTC,16339977.2953033
2017-05-20,BTC,16342039.7953032
2017-05-21,BTC,16343877.2953032
2017-05-22,BTC,16345702.2953032
2017-05-23,BTC,16347802.2953033
2017-05-24,BTC,16349727.2953033
2017-05-25,BTC,16351764.7953032
2017-05-26,BTC,16353677.2953033
2017-05-27,BTC,16355777.2953032
2017-05-28,BTC,16357839.7953033
2017-05-29,BTC,16359727.2953032
2017-05-30,BTC,16361964.7953032
2017-05-31,BTC,16364014.7953032
2017-06-01,BTC,16366139.7953032
2017-06-02,BTC,16367964.7953032
2017-06-03,BTC,16370364.7953033
2017-06-04,BTC,16372377.2953032
2017-06-05,BTC,16374427.2953032
2017-06-06,BTC,16376314.7953032
2017-06-07,BTC,16378377.2953032
2017-06-08,BTC,16380439.7953032
2017-06-09,BTC,16382327.2953032
2017-06-10,BTC,16384089.7953032
2017-06-11,BTC,16385914.7953033
2017-06-12,BTC,16387752.2953032
2017-06-13,BTC,16389514.7953032
2017-06-14,BTC,16391264.7953032
2017-06-15,BTC,16393177.2953033
2017-06-16,BTC,16395027.2953032
2017-06-17,BTC,16396839.7953032
2017-06-18,BTC,16398652.2953033
2017-06-19,BTC,16400539.7953032
2017-06-20,BTC,16402264.7953033
2017-06-21,BTC,16404014.7953033
2017-06-22,BTC,16405752.2953032
2017-06-23,BTC,16407752.2953032
2017-06-24,BTC,16409577.2953032
2017-06-25,BTC,16411102.2953033
2017-06-26,BTC,16412877.2953032
2017-06-27,BTC,16414514.7953032
2017-06-28,BTC,16416477.2953032
2017-06-29,BTC,16417977.2953032
2017-06-30,BTC,16419902.2953032
2017-07-01,BTC,16421952.2953032
2017-07-02,BTC,16424302.2953033
2017-07-03,BTC,16426427.2953033
2017-07-04,BTC,16428339.7953033
2017-07-05,BTC,16430202.2953032
2017-07-06,BTC,16431977.2953033
2017-07-07,BTC,16433827.2953032
2017-07-08,BTC,16435889.7953032
2017-07-09,BTC,16437614.7953033
2017-07-10,BTC,16440077.2953032
2017-07-11,BTC,16442239.7953032
2017-07-12,BTC,16444452.2953032
2017-07-13,BTC,16446414.7953033
2017-07-14,BTC,16448152.2953033
2017-07-15,BTC,16449739.7953032
2017-07-16,BTC,16451777.2953032
2017-07-17,BTC,16453627.2953032
2017-07-18,BTC,16455689.7953032
2017-07-19,BTC,16457552.2953032
2017-07-20,BTC,16459577.2953032
2017-07-21,BTC,16461502.2953032
2017-07-22,BTC,16463502.2953032
2017-07-23,BTC,16465652.2953032
2017-07-24,BTC,16467877.2953032
2017-07-25,BTC,16469727.2953032
2017-07-26,BTC,16471564.7953032
2017-07-27,BTC,16473489.7953032
2017-07-28,BTC,16475364.7953032
2017-07-29,BTC,16477327.2953032
2017-07-30,BTC,16479164.7953032
2017-07-31,BTC,16480977.2953033
2017-08-01,BTC,16482839.7953032
2017-08-02,BTC,16484739.7953032
2017-08-03,BTC,16486464.7953032
2017-08-04,BTC,16488702.2953032
2017-08-05,BTC,16490914.7953032
2017-08-06,BTC,16492664.7953032
2017-08-07,BTC,16494577.2953032
2017-08-08,BTC,16496627.2953032
2017-08-09,BTC,16498352.2953032
2017-08-10,BTC,16500027.2953032
2017-08-11,BTC,16501827.2953032
2017-08-12,BTC,16503514.7953032
2017-08-13,BTC,16505364.7953032
2017-08-14,BTC,16506989.7953032
2017-08-15,BTC,16508889.7953032
2017-08-16,BTC,16510514.7953032
2017-08-17,BTC,16512752.2953032
2017-08-18,BTC,16514614.7953032
2017-08-19,BTC,16516502.2953032
2017-08-20,BTC,16518127.2953032
2017-08-21,BTC,16519564.7953032
2017-08-22,BTC,16520677.2953032
2017-08-23,BTC,16522664.7953025
2017-08-24,BTC,16523927.2953025
2017-08-25,BTC,16525189.7953025
2017-08-26,BTC,16526502.2953025
2017-08-27,BTC,16528439.7953025
2017-08-28,BTC,16530052.2953025
2017-08-29,BTC,16531914.7953025
2017-08-30,BTC,16534014.7953025
2017-08-31,BTC,16536052.2953024
2017-09-01,BTC,16538227.2953025
2017-09-02,BTC,16540277.2953025
2017-09-03,BTC,16542202.2953025
2017-09-04,BTC,16544389.7953024
2017-09-05,BTC,16546852.2953025
2017-09-06,BTC,16548877.2953025
2017-09-07,BTC,16551077.2953025
2017-09-08,BTC,16553264.7953025
2017-09-09,BTC,16555377.2953025
2017-09-10,BTC,16557102.2953025
2017-09-11,BTC,16559277.2953025
2017-09-12,BTC,16561627.2953024
2017-09-13,BTC,16564002.2953025
2017-09-14,BTC,16566177.2953025
2017-09-15,BTC,16568427.2953025
2017-09-16,BTC,16570539.7953025
2017-09-17,BTC,16572739.7953025
2017-09-18,BTC,16574327.2953024
2017-09-19,BTC,16576277.2953025
2017-09-20,BTC,16577739.7953025
2017-09-21,BTC,16579939.7953025
2017-09-22,BTC,16581677.2953025
2017-09-23,BTC,16583752.2953025
2017-09-24,BTC,16585564.7953025
2017-09-25,BTC,16587127.2953025
2017-09-26,BTC,16588852.2953025
2017-09-27,BTC,16590689.7953025
2017-09-28,BTC,16592902.2953025
2017-09-29,BTC,16595014.7953025
2017-09-30,BTC,16596739.7953025
2017-10-01,BTC,16598364.7953025
2017-10-02,BTC,16600239.7953025
2017-10-03,BTC,16602527.2953025
2017-10-04,BTC,16604202.2953025
2017-10-05,BTC,16605764.7953025
2017-10-06,BTC,16607752.2953025
2017-10-07,BTC,16609727.2953025
2017-10-08,BTC,16612002.2953025
2017-10-09,BTC,16614014.7953025
2017-10-10,BTC,16616014.7953025
2017-10-11,BTC,16617752.2953025
2017-10-12,BTC,16619664.7953025
2017-10-13,BTC,16621364.7953025
2017-10-14,BTC,16623127.2953025
2017-10-15,BTC,16625564.7953025
2017-10-16,BTC,16627739.7953024
2017-10-17,BTC,16629789.7953025
2017-10-18,BTC,16631677.2953025
2017-10-19,BTC,16633902.2953025
2017-10-20,BTC,16636139.7953025
2017-10-21,BTC,16638052.2953025
2017-10-22,BTC,16640327.2953025
2017-10-23,BTC,16642464.7953024
2017-10-24,BTC,16644552.2953025
2017-10-25,BTC,16646864.7953025
2017-10-26,BTC,16649114.7953025
2017-10-27,BTC,16650414.7953025
2017-10-28,BTC,16651477.2953025
2017-10-29,BTC,16653402.2953025
2017-10-30,BTC,16655239.7953025
2017-10-31,BTC,16656964.7953025
2017-11-01,BTC,16658914.7953025
2017-11-02,BTC,16660789.7953025
2017-11-03,BTC,16662277.2953025
2017-11-04,BTC,16663902.2953025
2017-11-05,BTC,16665664.7953025
2017-11-06,BTC,16667327.2953025
2017-11-07,BTC,16669277.2953025
2017-11-08,BTC,16671077.2953025
2017-11-09,BTC,16672989.7953025
2017-11-10,BTC,16674489.7953025
2017-11-11,BTC,16675489.7953025
2017-11-12,BTC,16676489.7953025
2017-11-13,BTC,16678239.7953025
2017-11-14,BTC,16679839.7953025
2017-11-15,BTC,16681739.7953025
2017-11-16,BTC,16683639.7953025
2017-11-17,BTC,16685727.2953025
2017-11-18,BTC,16687427.2953025
2017-11-19,BTC,16689427.2953025
2017-11-20,BTC,16691614.7953025
2017-11-21,BTC,16693777.2953025
2017-11-22,BTC,16695627.2953024
2017-11-23,BTC,16697589.7953025
2017-11-24,BTC,16699452.2953025
2017-11-25,BTC,16701402.2953025
2017-11-26,BTC,16703314.7953025
2017-11-27,BTC,16705439.7953025
2017-11-28,BTC,16707389.7953025
2017-11-29,BTC,16709552.2953018
2017-11-30,BTC,16711639.7953018
2017-12-01,BTC,16713927.2953017
2017-12-02,BTC,16715939.7953018
2017-12-03,BTC,16718139.7953018
2017-12-04,BTC,16720402.2953018
2017-12-05,BTC,16722627.2953018
2017-12-06,BTC,16724977.2953018
2017-12-07,BTC,16726877.2953018
2017-12-08,BTC,16728827.2953018
2017-12-09,BTC,16731002.2953017
2017-12-10,BTC,16733052.2953018
2017-12-11,BTC,16735189.7953018
2017-12-12,BTC,16737139.7953018
2017-12-13,BTC,16739464.7953017
2017-12-14,BTC,16741777.2953018
2017-12-15,BTC,16743889.7953009
2017-12-16,BTC,16746027.2953009
2017-12-17,BTC,16748339.7953009
2017-12-18,BTC,16750614.795301
2017-12-19,BTC,16752364.7953009
2017-12-20,BTC,16754064.795301
2017-12-21,BTC,16755714.795301
2017-12-22,BTC,16757652.295301
2017-12-23,BTC,16759389.795301
2017-12-24,BTC,16761289.7953009
2017-12-25,BTC,16762977.295301
2017-12-26,BTC,16764752.295301
2017-12-27,BTC,16766702.295301
2017-12-28,BTC,16768564.795301
2017-12-29,BTC,16770627.2953009
2017-12-30,BTC,16772452.295301
2017-12-31,BTC,16774489.795301
2018-01-01,BTC,16776439.795301
2018-01-02,BTC,16778577.2953009
2018-01-03,BTC,16780539.795301
2018-01-04,BTC,16782639.795301
2018-01-05,BTC,16784427.2953002
2018-01-06,BTC,16786527.2953002
2018-01-07,BTC,16788552.2953002
2018-01-08,BTC,16790627.2953002
2018-01-09,BTC,16792677.2953002
2018-01-10,BTC,16794752.2953002
2018-01-11,BTC,16797164.7953002
2018-01-12,BTC,16799389.7953002
2018-01-13,BTC,16801252.2953002
2018-01-14,BTC,16803189.7953002
2018-01-15,BTC,16805064.7953002
2018-01-16,BTC,16807052.2953002
2018-01-17,BTC,16809139.7953002
2018-01-18,BTC,16811302.2953002
2018-01-19,BTC,16813364.7953003
2018-01-20,BTC,16815589.7953002
2018-01-21,BTC,16817927.2953002
2018-01-22,BTC,16820014.7953002
2018-01-23,BTC,16822227.2953002
2018-01-24,BTC,16824427.2953002
2018-01-25,BTC,16826402.2953002
2018-01-26,BTC,16828339.7953002
2018-01-27,BTC,16830302.2953002
2018-01-28,BTC,16832277.2953002
2018-01-29,BTC,16834127.2953002
2018-01-30,BTC,16836214.7953002
2018-01-31,BTC,16837677.2953002
2018-02-01,BTC,16839677.2953002
2018-02-02,BTC,16841777.2953002
2018-02-03,BTC,16843752.2953002
2018-02-04,BTC,16845977.2953002
2018-02-05,BTC,16848289.7952994
2018-02-06,BTC,16850414.7952995
2018-02-07,BTC,16852177.2952994
2018-02-08,BTC,16853814.7952995
2018-02-09,BTC,16855502.2952995
2018-02-10,BTC,16857289.7952995
2018-02-11,BTC,16859177.2952995
2018-02-12,BTC,16861252.2952995
2018-02-13,BTC,16863302.2952995
2018-02-14,BTC,16865539.7952994
2018-02-15,BTC,16867177.2952995
2018-02-16,BTC,16869139.7952994
2018-02-17,BTC,16871002.2952994
2018-02-18,BTC,16873027.2952994
2018-02-19,BTC,16875052.2952994
2018-02-20,BTC,16876814.7952995
2018-02-21,BTC,16878927.2952994
2018-02-22,BTC,16880789.7952994
2018-02-23,BTC,16882639.7952994
2018-02-24,BTC,16884452.2952994
2018-02-25,BTC,16886589.7952994
2018-02-26,BTC,16888352.2952994
2018-02-27,BTC,16890352.2952995
2018-02-28,BTC,16892289.7952987
2018-03-01,BTC,16894352.2952987
2018-03-02,BTC,16896302.2952987
2018-03-03,BTC,16898552.2952987
2018-03-04,BTC,16900402.2952987
2018-03-05,BTC,16902264.7952987
2018-03-06,BTC,16904214.7952987
2018-03-07,BTC,16906177.2952987
2018-03-08,BTC,16908202.2952987
2018-03-09,BTC,16910027.2952987
2018-03-10,BTC,16911777.2952987
2018-03-11,BTC,16913689.7952987
2018-03-12,BTC,16915702.2952987
2018-03-13,BTC,16917677.2952987
2018-03-14,BTC,16919477.2952987
2018-03-15,BTC,16921277.2952987
2018-03-16,BTC,16923227.2952987
2018-03-17,BTC,16925089.7952987
2018-03-18,BTC,16926977.2952987
2018-03-19,BTC,16928914.7952987
2018-03-20,BTC,16930502.2952987
2018-03-21,BTC,16932402.2952987
2018-03-22,BTC,16934189.7952987
2018-03-23,BTC,16935852.2952973
2018-03-24,BTC,16937802.2952973
2018-03-25,BTC,16939489.7952973
2018-03-26,BTC,16941364.7952973
2018-03-27,BTC,16943264.7952973
2018-03-28,BTC,16944952.2952973
2018-03-29,BTC,16946852.2952973
2018-03-30,BTC,16948877.2952973
2018-03-31,BTC,16950477.2952973
2018-04-01,BTC,16952502.2952973
2018-04-02,BTC,16954452.2952973
2018-04-03,BTC,16956489.7952973
2018-04-04,BTC,16958327.2952973
2018-04-05,BTC,16960277.2952973
2018-04-06,BTC,16962002.2952973
2018-04-07,BTC,16964252.2952973
2018-04-08,BTC,16966264.7952973
2018-04-09,BTC,16968102.2952973
2018-04-10,BTC,16970152.2952973
2018-04-11,BTC,16972164.7952973
2018-04-12,BTC,16974089.7952973
2018-04-13,BTC,16976152.2952973
2018-04-14,BTC,16977864.7952973
2018-04-15,BTC,16979902.2952973
2018-04-16,BTC,16981664.7952973
2018-04-17,BTC,16983689.7952973
2018-04-18,BTC,16985689.7952973
2018-04-19,BTC,16987914.7952973
2018-04-20,BTC,16989627.2952973
2018-04-21,BTC,16991614.7952973
2018-04-22,BTC,16993614.7952973
2018-04-23,BTC,16995527.2952973
2018-04-24,BTC,16997514.7952973
2018-04-25,BTC,16999052.2952973
2018-04-26,BTC,17000814.7952973
2018-04-27,BTC,17002589.7952973
2018-04-28,BTC,17004189.7952973
2018-04-29,BTC,17006164.7952973
2018-04-30,BTC,17008102.2952973
2018-05-01,BTC,17010077.2952973
2018-05-02,BTC,17011827.2952973
2018-05-03,BTC,17013714.7952973
2018-05-04,BTC,17015439.7952973
2018-05-05,BTC,17017452.2952973
2018-05-06,BTC,17019164.7952973
2018-05-07,BTC,17021039.7952973
2018-05-08,BTC,17022777.2952965
2018-05-09,BTC,17024777.2952965
2018-05-10,BTC,17026702.2952966
2018-05-11,BTC,17028289.7952965
2018-05-12,BTC,17030352.2952965
2018-05-13,BTC,17032202.2952965
2018-05-14,BTC,17033852.2952966
2018-05-15,BTC,17035677.2952965
2018-05-16,BTC,17037914.7952965
2018-05-17,BTC,17039564.7952965
2018-05-18,BTC,17041414.7952965
2018-05-19,BTC,17043339.7952965
2018-05-20,BTC,17045139.7952966
2018-05-21,BTC,17047102.2952965
2018-05-22,BTC,17048989.7952965
2018-05-23,BTC,17051014.7952965
2018-05-24,BTC,17052802.2952965
2018-05-25,BTC,17055002.2952965
2018-05-26,BTC,17057027.2952965
2018-05-27,BTC,17059077.2952958
2018-05-28,BTC,17061027.2952958
2018-05-29,BTC,17062764.7952958
2018-05-30,BTC,17064939.7952958
2018-05-31,BTC,17067064.7952958
2018-06-01,BTC,17069139.7952959
2018-06-02,BTC,17071039.7952958
2018-06-03,BTC,17073077.2952958
2018-06-04,BTC,17075364.7952958
2018-06-05,BTC,17077552.2952958
2018-06-06,BTC,17079389.7952951
2018-06-07,BTC,17081177.295295
2018-06-08,BTC,17082983.5452951
2018-06-09,BTC,17084771.0452944
2018-06-10,BTC,17086358.5452943
2018-06-11,BTC,17088108.5452936
2018-06-12,BTC,17089921.0452936
2018-06-13,BTC,17091708.5452928
2018-06-14,BTC,17093621.0452921
2018-06-15,BTC,17095533.5452906
2018-06-16,BTC,17097608.5452906
2018-06-17,BTC,17099571.0452899
2018-06-18,BTC,17101621.0452899
2018-06-19,BTC,17103558.5452891
2018-06-20,BTC,17105496.0452883
2018-06-21,BTC,17107621.0452876
2018-06-22,BTC,17109508.5452876
2018-06-23,BTC,17111508.5452876
2018-06-24,BTC,17113646.0452869
2018-06-25,BTC,17115608.5452869
2018-06-26,BTC,17117433.5452869
2018-06-27,BTC,17118946.0452869
2018-06-28,BTC,17120908.5452869
2018-06-29,BTC,17122796.0452869
2018-06-30,BTC,17124558.5452861
2018-07-01,BTC,17126396.0452853
2018-07-02,BTC,17128158.5452853
2018-07-03,BTC,17129608.5452846
2018-07-04,BTC,17131283.5452301
2018-07-05,BTC,17132996.0452294
2018-07-06,BTC,17134996.0451756
2018-07-07,BTC,17136946.0451756
2018-07-08,BTC,17138921.0451756
2018-07-09,BTC,17140621.0451748
2018-07-10,BTC,17142483.5451208
2018-07-11,BTC,17144171.0451208
2018-07-12,BTC,17145933.5451208
2018-07-13,BTC,17147721.0451208
2018-07-14,BTC,17149383.5451208
2018-07-15,BTC,17151046.0451208
2018-07-16,BTC,17152546.0451208
2018-07-17,BTC,17154533.5451208
2018-07-18,BTC,17156708.5451193
2018-07-19,BTC,17158846.0451186
2018-07-20,BTC,17160771.0451187
2018-07-21,BTC,17162483.5451186
2018-07-22,BTC,17164758.5451186
2018-07-23,BTC,17166833.5451186
2018-07-24,BTC,17168821.0451179
2018-07-25,BTC,17171033.5451171
2018-07-26,BTC,17173096.0451172
2018-07-27,BTC,17175183.5451156
2018-07-28,BTC,17176996.0451149
2018-07-29,BTC,17179121.0450063
2018-07-30,BTC,17180796.0450063
2018-07-31,BTC,17182633.5450056
2018-08-01,BTC,17184508.545004
2018-08-02,BTC,17186421.0450025
2018-08-03,BTC,17188496.0450025
2018-08-04,BTC,17190696.0450025
2018-08-05,BTC,17192696.0450025
2018-08-06,BTC,17194333.5450017
2018-08-07,BTC,17196221.0450017
2018-08-08,BTC,17198183.5450002
2018-08-09,BTC,17200046.0450002
2018-08-10,BTC,17202246.0449995
2018-08-11,BTC,17204371.0449995
2018-08-12,BTC,17206308.5449988
2018-08-13,BTC,17208183.544998
2018-08-14,BTC,17209883.544998
2018-08-15,BTC,17211896.0449972
2018-08-16,BTC,17213871.0449972
2018-08-17,BTC,17215771.0449972
2018-08-18,BTC,17217771.0449972
2018-08-19,BTC,17219583.5449957
2018-08-20,BTC,17221458.5449957
2018-08-21,BTC,17223308.544995
2018-08-22,BTC,17225308.5449935
2018-08-23,BTC,17227171.0449927
2018-08-24,BTC,17228996.0449928
2018-08-25,BTC,17230683.5449928
2018-08-26,BTC,17232846.0449913
2018-08-27,BTC,17235158.5449906
2018-08-28,BTC,17237071.0449906
2018-08-29,BTC,17238808.5449906
2018-08-30,BTC,17240733.5449898
2018-08-31,BTC,17242671.0449883
2018-09-01,BTC,17244558.5449883
2018-09-02,BTC,17246358.5449875
2018-09-03,BTC,17248158.5449868
2018-09-04,BTC,17249733.5449868
2018-09-05,BTC,17251383.5449837
2018-09-06,BTC,17253258.5449829
2018-09-07,BTC,17255158.5449829
2018-09-08,BTC,17257033.5449829
2018-09-09,BTC,17259071.0449829
2018-09-10,BTC,17260758.5449829
2018-09-11,BTC,17262521.0449829
2018-09-12,BTC,17264621.0449822
2018-09-13,BTC,17266471.0449814
2018-09-14,BTC,17268121.0449814
2018-09-15,BTC,17269871.0449814
2018-09-16,BTC,17271608.5449806
2018-09-17,BTC,17273296.0449807
2018-09-18,BTC,17275071.0449807
2018-09-19,BTC,17277021.0449807
2018-09-20,BTC,17278946.0449807
2018-09-21,BTC,17280746.0449799
2018-09-22,BTC,17282683.5449792
2018-09-23,BTC,17284558.5449792
2018-09-24,BTC,17286408.5449792
2018-09-25,BTC,17288521.0449792
2018-09-26,BTC,17290258.5449792
2018-09-27,BTC,17292046.0449792
2018-09-28,BTC,17293971.0449792
2018-09-29,BTC,17295871.0449792
2018-09-30,BTC,17297908.5449792
2018-10-01,BTC,17299883.5449792
2018-10-02,BTC,17301596.0449792
2018-10-03,BTC,17303408.5449792
2018-10-04,BTC,17305283.5449792
2018-10-05,BTC,17306908.5449792
2018-10-06,BTC,17308471.0449792
2018-10-07,BTC,17310246.0449785
2018-10-08,BTC,17311933.5449785
2018-10-09,BTC,17313558.5449785
2018-10-10,BTC,17315358.5449785
2018-10-11,BTC,17317346.0449785
2018-10-12,BTC,17318996.0449784
2018-10-13,BTC,17320758.5449785
2018-10-14,BTC,17322183.5449785
2018-10-15,BTC,17324208.5449784
2018-10-16,BTC,17325896.0449785
2018-10-17,BTC,17327621.0449785
2018-10-18,BTC,17329346.0449785
2018-10-19,BTC,17331121.0449785
2018-10-20,BTC,17332908.5449785
2018-10-21,BTC,17334633.5449784
2018-10-22,BTC,17336571.0449785
2018-10-23,BTC,17338496.0449777
2018-10-24,BTC,17339908.5449777
2018-10-25,BTC,17341621.0449777
2018-10-26,BTC,17343408.5449777
2018-10-27,BTC,17345108.5449777
2018-10-28,BTC,17346858.5449777
2018-10-29,BTC,17348683.5449777
2018-10-30,BTC,17350608.5449777
2018-10-31,BTC,17352646.0449776
2018-11-01,BTC,17354571.0449777
2018-11-02,BTC,17356358.5449776
2018-11-03,BTC,17358371.0449769
2018-11-04,BTC,17359908.5449769
2018-11-05,BTC,17361708.5449769
2018-11-06,BTC,17363308.544977
2018-11-07,BTC,17364933.5449762
2018-11-08,BTC,17366446.0449762
2018-11-09,BTC,17368033.5449762
2018-11-10,BTC,17369671.0449762
2018-11-11,BTC,17371496.0449762
2018-11-12,BTC,17373246.0449762
2018-11-13,BTC,17374746.0449761
2018-11-14,BTC,17376433.5449762
2018-11-15,BTC,17378021.0449755
2018-11-16,BTC,17379596.0449755
2018-11-17,BTC,17381408.5449755
2018-11-18,BTC,17382946.0449755
2018-11-19,BTC,17384521.0449755
2018-11-20,BTC,17386171.0449755
2018-11-21,BTC,17387483.5449755
2018-11-22,BTC,17389008.5449755
2018-11-23,BTC,17390571.0449755
2018-11-24,BTC,17392358.5449755
2018-11-25,BTC,17393946.0449755
2018-11-26,BTC,17395333.5449755
2018-11-27,BTC,17396971.0449755
2018-11-28,BTC,17398446.0449747
2018-11-29,BTC,17399758.5449747
2018-11-30,BTC,17401021.0449747
2018-12-01,BTC,17402571.0449747
2018-12-02,BTC,17403996.0449747
2018-12-03,BTC,17405421.0449747
2018-12-04,BTC,17407146.0449747
2018-12-05,BTC,17408771.0449747
2018-12-06,BTC,17410458.5449747
2018-12-07,BTC,17411883.5449747
2018-12-08,BTC,17413471.0449747
2018-12-09,BTC,17415071.0449747
2018-12-10,BTC,17416621.0449747
2018-12-11,BTC,17418183.544974
2018-12-12,BTC,17419683.544974
2018-12-13,BTC,17421321.044974
2018-12-14,BTC,17423146.044974
2018-12-15,BTC,17425008.544974
2018-12-16,BTC,17426446.044974
2018-12-17,BTC,17428446.044974
2018-12-18,BTC,17430046.044974
2018-12-19,BTC,17431908.544974
2018-12-20,BTC,17433596.044974
2018-12-21,BTC,17435346.044974
2018-12-22,BTC,17437533.544974
2018-12-23,BTC,17439733.544974
2018-12-24,BTC,17441633.544974
2018-12-25,BTC,17443621.044974
2018-12-26,BTC,17445583.544974
2018-12-27,BTC,17447758.544974
2018-12-28,BTC,17449846.044974
2018-12-29,BTC,17451571.044974
2018-12-30,BTC,17453771.044974
2018-12-31,BTC,17455708.544974
2019-01-01,BTC,17457571.044974
2019-01-02,BTC,17459458.544974
2019-01-03,BTC,17461396.044974
2019-01-04,BTC,17463258.544974
2019-01-05,BTC,17465296.044974
2019-01-06,BTC,17467058.544974
2019-01-07,BTC,17468821.044974
2019-01-08,BTC,17470933.544974
2019-01-09,BTC,17472983.544974
2019-01-10,BTC,17474933.544974
2019-01-11,BTC,17476783.544974
2019-01-12,BTC,17478508.544974
2019-01-13,BTC,17480221.044974
2019-01-14,BTC,17482083.544974
2019-01-15,BTC,17483733.544974
2019-01-16,BTC,17485396.0449739
2019-01-17,BTC,17486983.544974
2019-01-18,BTC,17488708.544974
2019-01-19,BTC,17490371.0449739
2019-01-20,BTC,17492333.544974
2019-01-21,BTC,17494208.544974
2019-01-22,BTC,17495833.544974
2019-01-23,BTC,17497658.544974
2019-01-24,BTC,17499683.5449732
2019-01-25,BTC,17501408.5449732
2019-01-26,BTC,17503283.5449732
2019-01-27,BTC,17504996.0449732
2019-01-28,BTC,17506808.5449732
2019-01-29,BTC,17508633.5449732
2019-01-30,BTC,17510333.5449732
2019-01-31,BTC,17512271.0449732
2019-02-01,BTC,17514246.0449732
2019-02-02,BTC,17516046.0449732
2019-02-03,BTC,17517771.0449732
2019-02-04,BTC,17519608.5449731
2019-02-05,BTC,17521446.0449732
2019-02-06,BTC,17523496.0449731
2019-02-07,BTC,17525671.0449732
2019-02-08,BTC,17527708.5449732
2019-02-09,BTC,17529583.5449732
2019-02-10,BTC,17531333.5449732
2019-02-11,BTC,17533146.0449732
2019-02-12,BTC,17534746.0449732
