date,coin_type,circulation_supply
2022-02-28,ETH,119773111.999
2022-03-01,ETH,119786758.749
2022-03-02,ETH,119800188.249
2022-03-03,ETH,119813728.124
2022-03-04,ETH,119827428.1865
2022-03-05,ETH,119840855.1865
2022-03-06,ETH,119854352.874
2022-03-07,ETH,119868002.8115
2022-03-08,ETH,119881538.999
2022-03-09,ETH,119895238.999
2022-03-10,ETH,119908895.874
2022-03-11,ETH,119922223.624
2022-03-12,ETH,119935990.124
2022-03-13,ETH,119949323.749
2022-03-14,ETH,119963010.0615
2022-03-15,ETH,119976459.0615
2022-03-16,ETH,119989941.374
2022-03-17,ETH,120003464.124
2022-03-18,ETH,120016999.999
2022-03-19,ETH,120030563.9365
2022-03-20,ETH,120044055.874
2022-03-21,ETH,120057484.9365
2022-03-22,ETH,120070979.249
2022-03-23,ETH,120084545.124
2022-03-24,ETH,120098075.249
2022-03-25,ETH,120111652.249
2022-03-26,ETH,120125122.124
2022-03-27,ETH,120138567.9365
2022-03-28,ETH,120152170.749
2022-03-29,ETH,120165777.9365
2022-03-30,ETH,120179254.6865
2022-03-31,ETH,120192745.374
2022-04-01,ETH,120206294.999
2022-04-02,ETH,120219619.0615
2022-04-03,ETH,120233135.999
2022-04-04,ETH,120246451.1865
2022-04-05,ETH,120259969.499
2022-04-06,ETH,120273502.8115
2022-04-07,ETH,120286996.624
2022-04-08,ETH,120300393.624
2022-04-09,ETH,120313838.1865
2022-04-10,ETH,120327321.6865
2022-04-11,ETH,120340877.749
2022-04-12,ETH,120354410.0615
2022-04-13,ETH,120367761.3115
2022-04-14,ETH,120381235.499
2022-04-15,ETH,120394719.749
2022-04-16,ETH,120408182.6865
2022-04-17,ETH,120421661.874
2022-04-18,ETH,120435098.4365
2022-04-19,ETH,120448503.3115
2022-04-20,ETH,120462014.999
2022-04-21,ETH,120475198.499
2022-04-22,ETH,120488609.6865
2022-04-23,ETH,120501963.9365
2022-04-24,ETH,120515346.3115
2022-04-25,ETH,120528672.8115
2022-04-26,ETH,120541977.624
2022-04-27,ETH,120555410.374
2022-04-28,ETH,120567623.374
2022-04-29,ETH,120582183.749
2022-04-30,ETH,120595615.624
2022-05-01,ETH,120609038.999
2022-05-02,ETH,120621174.8115
2022-05-03,ETH,120635663.749
2022-05-04,ETH,120648764.499
2022-05-05,ETH,120661975.4365
2022-05-06,ETH,120676275.6865
2022-05-07,ETH,120688378.0615
2022-05-08,ETH,120701742.999
2022-05-09,ETH,120714799.4365
2022-05-10,ETH,120727999.999
2022-05-11,ETH,120741356.374
2022-05-12,ETH,120754445.999
2022-05-13,ETH,120767801.374
2022-05-14,ETH,120780919.749
2022-05-15,ETH,120794109.249
2022-05-16,ETH,120807342.499
2022-05-17,ETH,120820600.749
2022-05-18,ETH,120833794.9365
2022-05-19,ETH,120846643.6865
2022-05-20,ETH,120859500.8115
2022-05-21,ETH,120872338.999
2022-05-22,ETH,120885175.999
2022-05-23,ETH,120898127.6865
2022-05-24,ETH,120910892.999
2022-05-25,ETH,120923878.4365
2022-05-26,ETH,120936715.249
2022-05-27,ETH,120949699.749
2022-05-28,ETH,120962600.999
2022-05-29,ETH,120975477.999
2022-05-30,ETH,120988237.999
2022-05-31,ETH,121001145.9365
2022-06-01,ETH,121013996.999
2022-06-02,ETH,121026901.624
2022-06-03,ETH,121039762.6865
2022-06-04,ETH,121052085.1865
2022-06-05,ETH,121064459.8115
2022-06-06,ETH,121076584.1865
2022-06-07,ETH,121089052.5615
2022-06-08,ETH,121101323.5615
2022-06-09,ETH,121113438.499
2022-06-10,ETH,121125711.9365
2022-06-11,ETH,121138069.9365
2022-06-12,ETH,121150292.1865
2022-06-13,ETH,121162535.374
2022-06-14,ETH,121174629.874
2022-06-15,ETH,121186726.124
2022-06-16,ETH,121198918.499
2022-06-17,ETH,121211219.874
2022-06-18,ETH,121223421.874
2022-06-19,ETH,121235428.749
2022-06-20,ETH,121247724.5615
2022-06-21,ETH,121259033.5615
2022-06-22,ETH,121270271.1865
2022-06-23,ETH,121281346.749
2022-06-24,ETH,121292519.374
2022-06-25,ETH,121303677.8115
2022-06-26,ETH,121313866.999
2022-06-27,ETH,121326007.1865
2022-06-28,ETH,121337057.8115
2022-06-29,ETH,121348189.1865
2022-06-30,ETH,121359996.374
2022-07-01,ETH,121373531.1865
2022-07-02,ETH,121387106.9365
2022-07-03,ETH,121400775.999
2022-07-04,ETH,121414263.5615
2022-07-05,ETH,121427866.0615
2022-07-06,ETH,121441464.1865
2022-07-07,ETH,121454898.4365
2022-07-08,ETH,121468538.6865
2022-07-09,ETH,121481877.5615
2022-07-10,ETH,121495454.4365
2022-07-11,ETH,121509009.1865
2022-07-12,ETH,121522607.499
2022-07-13,ETH,121535971.999
2022-07-14,ETH,121549576.624
2022-07-15,ETH,121563063.3115
2022-07-16,ETH,121576547.1865
2022-07-17,ETH,121590016.6865
2022-07-18,ETH,121603594.874
2022-07-19,ETH,121617132.499
2022-07-20,ETH,121630690.624
2022-07-21,ETH,121644242.8115
2022-07-22,ETH,121657776.374
2022-07-23,ETH,121671333.0615
2022-07-24,ETH,121684775.374
2022-07-25,ETH,121698159.8115
2022-07-26,ETH,121711615.249
2022-07-27,ETH,121725128.999
2017-11-28,USDT,100000.0
2017-11-29,USDT,100000.0
2017-11-30,USDT,100000.0
2017-12-01,USDT,100000.0
2017-12-02,USDT,100000.0
2017-12-03,USDT,100000.0
2017-12-04,USDT,100000.0
2017-12-05,USDT,100000.0
2017-12-06,USDT,100000.0
2017-12-07,USDT,100000.0
2017-12-08,USDT,100000.0
2017-12-09,USDT,100000.0
2017-12-10,USDT,100000.0
2017-12-11,USDT,100000.0
2017-12-12,USDT,100000.0
2017-12-13,USDT,100000.0
2017-12-14,USDT,100000.0
2017-12-15,USDT,100000.0
2017-12-16,USDT,100000.0
2017-12-17,USDT,100000.0
2017-12-18,USDT,100000.0
2017-12-19,USDT,100000.0
2017-12-20,USDT,100000.0
2017-12-21,USDT,100000.0
2017-12-22,USDT,100000.0
2017-12-23,USDT,100000.0
2017-12-24,USDT,100000.0
2017-12-25,USDT,100000.0
2017-12-26,USDT,100000.0
2017-12-27,USDT,100000.0
2017-12-28,USDT,100000.0
2017-12-29,USDT,100000.0
2017-12-30,USDT,100000.0
2017-12-31,USDT,100000.0
2018-01-01,USDT,100000.0
2018-01-02,USDT,100000.0
2018-01-03,USDT,100000.0
2018-01-04,USDT,100000.0
2018-01-05,USDT,100000.0
2018-01-06,USDT,100000.0
2018-01-07,USDT,100000.0
2018-01-08,USDT,100000.0
2018-01-09,USDT,100000.0
2018-01-10,USDT,100000.0
2018-01-11,USDT,100000.0
2018-01-12,USDT,100000.0
2018-01-13,USDT,100000.0
2018-01-14,USDT,100000.0
2018-01-15,USDT,100000.0
2018-01-16,USDT,100000.0
2018-01-17,USDT,100000.0
2018-01-18,USDT,100000.0
2018-01-19,USDT,100000.0
2018-01-20,USDT,100000.0
2018-01-21,USDT,100000.0
2018-01-22,USDT,30001017.0
2018-01-23,USDT,30001017.0
2018-01-24,USDT,30001017.0
2018-01-25,USDT,30001017.0
2018-01-26,USDT,30001017.0
2018-01-27,USDT,30001017.0
2018-01-28,USDT,60001017.0
2018-01-29,USDT,60001017.0
2018-01-30,USDT,60001017.0
2018-01-31,USDT,60001017.0
2018-02-01,USDT,60001017.0
2018-02-02,USDT,60001017.0
2018-02-03,USDT,60001017.0
2018-02-04,USDT,60001017.0
2018-02-05,USDT,60001017.0
2018-02-06,USDT,60001017.0
2018-02-07,USDT,60001017.0
2018-02-08,USDT,60001017.0
2018-02-09,USDT,60001017.0
2018-02-10,USDT,60001017.0
2018-02-11,USDT,60001017.0
2018-02-12,USDT,60001017.0
2018-02-13,USDT,60001017.0
2018-02-14,USDT,60001017.0
2018-02-15,USDT,60001017.0
2018-02-16,USDT,60001017.0
2018-02-17,USDT,60001017.0
2018-02-18,USDT,60001017.0
2018-02-19,USDT,60001017.0
2018-02-20,USDT,60001017.0
2018-02-21,USDT,60001017.0
2018-02-22,USDT,60001017.0
2018-02-23,USDT,60001017.0
2018-02-24,USDT,60001017.0
2018-02-25,USDT,60001017.0
2018-02-26,USDT,60001017.0
2018-02-27,USDT,60001017.0
2018-02-28,USDT,60001017.0
2018-03-01,USDT,60001017.0
2018-03-02,USDT,60001017.0
2018-03-03,USDT,60001017.0
2018-03-04,USDT,60001017.0
2018-03-05,USDT,60001017.0
2018-03-06,USDT,60001017.0
2018-03-07,USDT,60001017.0
2018-03-08,USDT,60001017.0
2018-03-09,USDT,60001017.0
2018-03-10,USDT,60001017.0
2018-03-11,USDT,60001017.0
2018-03-12,USDT,60001017.0
2018-03-13,USDT,60001017.0
2018-03-14,USDT,60001017.0
2018-03-15,USDT,60001017.0
2018-03-16,USDT,60001017.0
2018-03-17,USDT,60001017.0
2018-03-18,USDT,60001017.0
2018-03-19,USDT,60001017.0
2018-03-20,USDT,60001017.0
2018-03-21,USDT,60001017.0
2018-03-22,USDT,60001017.0
2018-03-23,USDT,60001017.0
2018-03-24,USDT,60001017.0
2018-03-25,USDT,60001017.0
2018-03-26,USDT,60001017.0
2018-03-27,USDT,60001017.0
2018-03-28,USDT,60001017.0
2018-03-29,USDT,60001017.0
2018-03-30,USDT,60001017.0
2018-03-31,USDT,60001017.0
2018-04-01,USDT,60001017.0
2018-04-02,USDT,60001017.0
2018-04-03,USDT,60001017.0
2018-04-04,USDT,60001017.0
2018-04-05,USDT,60001017.0
2018-04-06,USDT,60001017.0
2018-04-07,USDT,60001017.0
2018-04-08,USDT,60001017.0
2018-04-09,USDT,60001017.0
2018-04-10,USDT,60001017.0
2018-04-11,USDT,60001017.0
2018-04-12,USDT,60001017.0
2018-04-13,USDT,60001017.0
2018-04-14,USDT,60001017.0
2018-04-15,USDT,60001017.0
2018-04-16,USDT,60001017.0
2018-04-17,USDT,60001017.0
2018-04-18,USDT,60001017.0
2018-04-19,USDT,60001017.0
2018-04-20,USDT,60001017.0
2018-04-21,USDT,60001017.0
2018-04-22,USDT,60001017.0
2018-04-23,USDT,60001017.0
2018-04-24,USDT,60001017.0
2018-04-25,USDT,60001017.0
2018-04-26,USDT,60001017.0
2018-04-27,USDT,60001017.0
2018-04-28,USDT,60001017.0
2018-04-29,USDT,60001017.0
2018-04-30,USDT,60001017.0
2018-05-01,USDT,60001017.0
2018-05-02,USDT,60001017.0
2018-05-03,USDT,60001017.0
2018-05-04,USDT,60001017.0
2018-05-05,USDT,60001017.0
2018-05-06,USDT,60001017.0
2018-05-07,USDT,60001017.0
2018-05-08,USDT,60001017.0
2018-05-09,USDT,60001017.0
2018-05-10,USDT,60001017.0
2018-05-11,USDT,60001017.0
2018-05-12,USDT,60001017.0
2018-05-13,USDT,60001017.0
2018-05-14,USDT,60001017.0
2018-05-15,USDT,60001017.0
2018-05-16,USDT,60001017.0
2018-05-17,USDT,60001017.0
2018-05-18,USDT,60001017.0
2018-05-19,USDT,60001017.0
2018-05-20,USDT,60001017.0
2018-05-21,USDT,60001017.0
2018-05-22,USDT,60001017.0
2018-05-23,USDT,60001017.0
2018-05-24,USDT,60001017.0
2018-05-25,USDT,60001017.0
2018-05-26,USDT,60001017.0
2018-05-27,USDT,60001017.0
2018-05-28,USDT,60001017.0
2018-05-29,USDT,60001017.0
2018-05-30,USDT,60001017.0
2018-05-31,USDT,60001017.0
2018-06-01,USDT,60001017.0
2018-06-02,USDT,60001017.0
2018-06-03,USDT,60001017.0
2018-06-04,USDT,60001017.0
2018-06-05,USDT,60001017.0
2018-06-06,USDT,60001017.0
2018-06-07,USDT,60001017.0
2018-06-08,USDT,60001017.0
2018-06-09,USDT,60001017.0
2018-06-10,USDT,60001017.0
2018-06-11,USDT,60001017.0
2018-06-12,USDT,60001017.0
2018-06-13,USDT,60001017.0
2018-06-14,USDT,60001017.0
2018-06-15,USDT,60001017.0
2018-06-16,USDT,60001017.0
2018-06-17,USDT,60001017.0
2018-06-18,USDT,60001017.0
2018-06-19,USDT,60001017.0
2018-06-20,USDT,60001017.0
2018-06-21,USDT,60001017.0
2018-06-22,USDT,60001017.0
2018-06-23,USDT,60001017.0
2018-06-24,USDT,60001017.0
2018-06-25,USDT,60001017.0
2018-06-26,USDT,60001017.0
2018-06-27,USDT,60001017.0
2018-06-28,USDT,60001017.0
2018-06-29,USDT,60001017.0
2018-06-30,USDT,60001017.0
2018-07-01,USDT,60001017.0
2018-07-02,USDT,60001017.0
2018-07-03,USDT,60001017.0
2018-07-04,USDT,60001017.0
2018-07-05,USDT,60001017.0
2018-07-06,USDT,60001017.0
2018-07-07,USDT,60001017.0
2018-07-08,USDT,60001017.0
2018-07-09,USDT,60001017.0
2018-07-10,USDT,60001017.0
2018-07-11,USDT,60001017.0
2018-07-12,USDT,60001017.0
2018-07-13,USDT,60001017.0
2018-07-14,USDT,60001017.0
2018-07-15,USDT,60001017.0
2018-07-16,USDT,60001017.0
2018-07-17,USDT,60001017.0
2018-07-18,USDT,60001017.0
2018-07-19,USDT,60001017.0
2018-07-20,USDT,60001017.0
2018-07-21,USDT,60001017.0
2018-07-22,USDT,60001017.0
2018-07-23,USDT,60001017.0
2018-07-24,USDT,60001017.0
2018-07-25,USDT,60001017.0
2018-07-26,USDT,60001017.0
2018-07-27,USDT,60001017.0
2018-07-28,USDT,60001017.0
2018-07-29,USDT,60001017.0
2018-07-30,USDT,60001017.0
2018-07-31,USDT,60001017.0
2018-08-01,USDT,60001017.0
2018-08-02,USDT,60001017.0
2018-08-03,USDT,60001017.0
2018-08-04,USDT,60001017.0
2018-08-05,USDT,60001017.0
2018-08-06,USDT,60001017.0
2018-08-07,USDT,60001017.0
2018-08-08,USDT,60001017.0
2018-08-09,USDT,60001017.0
2018-08-10,USDT,60001017.0
2018-08-11,USDT,60001017.0
2018-08-12,USDT,60001017.0
2018-08-13,USDT,60001017.0
2018-08-14,USDT,60001017.0
2018-08-15,USDT,60001017.0
2018-08-16,USDT,60001017.0
2018-08-17,USDT,60001017.0
2018-08-18,USDT,60001017.0
2018-08-19,USDT,60001017.0
2018-08-20,USDT,60001017.0
2018-08-21,USDT,60001017.0
2018-08-22,USDT,60001017.0
2018-08-23,USDT,60001017.0
2018-08-24,USDT,60001017.0
2018-08-25,USDT,60001017.0
2018-08-26,USDT,60001017.0
2018-08-27,USDT,60001017.0
2018-08-28,USDT,60001017.0
2018-08-29,USDT,60001017.0
2018-08-30,USDT,60001017.0
2018-08-31,USDT,60001017.0
2018-09-01,USDT,60001017.0
2018-09-02,USDT,60001017.0
2018-09-03,USDT,60001017.0
2018-09-04,USDT,60001017.0
2018-09-05,USDT,60001017.0
2018-09-06,USDT,60001017.0
2018-09-07,USDT,60001017.0
2018-09-08,USDT,60001017.0
2018-09-09,USDT,60001017.0
2018-09-10,USDT,60001017.0
2018-09-11,USDT,60001017.0
2018-09-12,USDT,60001017.0
2018-09-13,USDT,60001017.0
2018-09-14,USDT,60001017.0
2018-09-15,USDT,60001017.0
2018-09-16,USDT,60001017.0
2018-09-17,USDT,60001017.0
2018-09-18,USDT,60001017.0
2018-09-19,USDT,60001017.0
2018-09-20,USDT,60001017.0
2018-09-21,USDT,60001017.0
2018-09-22,USDT,60001017.0
2018-09-23,USDT,60001017.0
2018-09-24,USDT,60001017.0
2018-09-25,USDT,60001017.0
2018-09-26,USDT,60001017.0
2018-09-27,USDT,60001017.0
2018-09-28,USDT,60001017.0
2018-09-29,USDT,60001017.0
2018-09-30,USDT,60001017.0
2018-10-01,USDT,60001017.0
2018-10-02,USDT,60001017.0
2018-10-03,USDT,60001017.0
2018-10-04,USDT,60001017.0
2018-10-05,USDT,60001017.0
2018-10-06,USDT,60001017.0
2018-10-07,USDT,60001017.0
2018-10-08,USDT,60001017.0
2018-10-09,USDT,60001017.0
2018-10-10,USDT,60001017.0
2018-10-11,USDT,60001017.0
2018-10-12,USDT,60001017.0
2018-10-13,USDT,60001017.0
2018-10-14,USDT,60001017.0
2018-10-15,USDT,60001017.0
2018-10-16,USDT,60001017.0
2018-10-17,USDT,60001017.0
2018-10-18,USDT,60001017.0
2018-10-19,USDT,60001017.0
2018-10-20,USDT,60001017.0
2018-10-21,USDT,60001017.0
2018-10-22,USDT,60001017.0
2018-10-23,USDT,60001017.0
2018-10-24,USDT,60001017.0
2018-10-25,USDT,60001017.0
2018-10-26,USDT,60001017.0
2018-10-27,USDT,60001017.0
2018-10-28,USDT,60001017.0
2018-10-29,USDT,60001017.0
2018-10-30,USDT,60001017.0
2018-10-31,USDT,60001017.0
2018-11-01,USDT,60001017.0
2018-11-02,USDT,60001017.0
2018-11-03,USDT,60001017.0
2018-11-04,USDT,60001017.0
2018-11-05,USDT,60001017.0
2018-11-06,USDT,60001017.0
2018-11-07,USDT,60001017.0
2018-11-08,USDT,60001017.0
2018-11-09,USDT,60001017.0
2018-11-10,USDT,60001017.0
2018-11-11,USDT,60001017.0
2018-11-12,USDT,60001017.0
2018-11-13,USDT,60001017.0
2018-11-14,USDT,60001017.0
2018-11-15,USDT,60001017.0
2018-11-16,USDT,60001017.0
2018-11-17,USDT,60001017.0
2018-11-18,USDT,60001017.0
2018-11-19,USDT,60001017.0
2018-11-20,USDT,60001017.0
2018-11-21,USDT,60001017.0
2018-11-22,USDT,60001017.0
2018-11-23,USDT,60001017.0
2018-11-24,USDT,60001017.0
2018-11-25,USDT,60001017.0
2018-11-26,USDT,60001017.0
2018-11-27,USDT,60001017.0
2018-11-28,USDT,60001017.0
2018-11-29,USDT,60001017.0
2018-11-30,USDT,60001017.0
2018-12-01,USDT,60001017.0
2018-12-02,USDT,60001017.0
2018-12-03,USDT,60001017.0
2018-12-04,USDT,60001017.0
2018-12-05,USDT,60001017.0
2018-12-06,USDT,60001017.0
2018-12-07,USDT,60001017.0
2018-12-08,USDT,60001017.0
2018-12-09,USDT,60001017.0
2018-12-10,USDT,60001017.0
2018-12-11,USDT,60001017.0
2018-12-12,USDT,60001017.0
2018-12-13,USDT,60001017.0
2018-12-14,USDT,60001017.0
2018-12-15,USDT,60001017.0
2018-12-16,USDT,60001017.0
2018-12-17,USDT,60001017.0
2018-12-18,USDT,60001017.0
2018-12-19,USDT,60001017.0
2018-12-20,USDT,60001017.0
2018-12-21,USDT,60001017.0
2018-12-22,USDT,60001017.0
2018-12-23,USDT,60001017.0
2018-12-24,USDT,60001017.0
2018-12-25,USDT,60001017.0
2018-12-26,USDT,60001017.0
2018-12-27,USDT,60001017.0
2018-12-28,USDT,60001017.0
2018-12-29,USDT,60001017.0
2018-12-30,USDT,60001017.0
2018-12-31,USDT,60001017.0
2019-01-01,USDT,60001017.0
2019-01-02,USDT,60001017.0
2019-01-03,USDT,60001017.0
2019-01-04,USDT,60001017.0
2019-01-05,USDT,60001017.0
2019-01-06,USDT,60001017.0
2019-01-07,USDT,60001017.0
2019-01-08,USDT,60001017.0
2019-01-09,USDT,60001017.0
2019-01-10,USDT,60001017.0
2019-01-11,USDT,60001017.0
2019-01-12,USDT,60001017.0
2019-01-13,USDT,60001017.0
2019-01-14,USDT,60001017.0
2019-01-15,USDT,60001017.0
2019-01-16,USDT,60001017.0
2019-01-17,USDT,60001017.0
2019-01-18,USDT,60001017.0
2019-01-19,USDT,60001017.0
2019-01-20,USDT,60001017.0
2019-01-21,USDT,60001017.0
2019-01-22,USDT,60001017.0
2019-01-23,USDT,60001017.0
2019-01-24,USDT,60001017.0
2019-01-25,USDT,60001017.0
2019-01-26,USDT,60001017.0
2019-01-27,USDT,60001017.0
2019-01-28,USDT,60001017.0
2019-01-29,USDT,60001017.0
2019-01-30,USDT,60001017.0
2019-01-31,USDT,60001017.0
2019-02-01,USDT,60001017.0
2019-02-02,USDT,60001017.0
2019-02-03,USDT,60001017.0
2019-02-04,USDT,60001017.0
2019-02-05,USDT,60001017.0
2019-02-06,USDT,60001017.0
2019-02-07,USDT,60001017.0
2019-02-08,USDT,60001017.0
2019-02-09,USDT,60001017.0
2019-02-10,USDT,60001017.0
2019-02-11,USDT,60001017.0
2019-02-12,USDT,60001017.0
2019-02-13,USDT,60001017.0
2019-02-14,USDT,60001017.0
2019-02-15,USDT,60001017.0
2019-02-16,USDT,60001017.0
2019-02-17,USDT,60001017.0
2019-02-18,USDT,60001017.0
2019-02-19,USDT,60001017.0
2019-02-20,USDT,60001017.0
2019-02-21,USDT,60001017.0
2019-02-22,USDT,60001017.0
2019-02-23,USDT,60001017.0
2019-02-24,USDT,60001017.0
2019-02-25,USDT,60001017.0
2019-02-26,USDT,60001017.0
2019-02-27,USDT,60001017.0
2019-02-28,USDT,60001017.0
2019-03-01,USDT,60001017.0
2019-03-02,USDT,60001017.0
2019-03-03,USDT,60001017.0
2019-03-04,USDT,60001017.0
2019-03-05,USDT,60001017.0
2019-03-06,USDT,60001017.0
2019-03-07,USDT,60001017.0
2019-03-08,USDT,60001017.0
2019-03-09,USDT,60001017.0
2019-03-10,USDT,60001017.0
2019-03-11,USDT,60001017.0
2019-03-12,USDT,60001017.0
2019-03-13,USDT,60001017.0
2019-03-14,USDT,60001017.0
2019-03-15,USDT,60001017.0
2019-03-16,USDT,60001017.0
2019-03-17,USDT,60001017.0
2019-03-18,USDT,60001017.0
2019-03-19,USDT,60001017.0
2019-03-20,USDT,60001017.0
2019-03-21,USDT,60001017.0
2019-03-22,USDT,60001017.0
2019-03-23,USDT,60001017.0
2019-03-24,USDT,60001017.0
2019-03-25,USDT,60001017.0
2019-03-26,USDT,60001017.0
2019-03-27,USDT,60001017.0
2019-03-28,USDT,60001017.0
2019-03-29,USDT,60001017.0
2019-03-30,USDT,60001017.0
2019-03-31,USDT,60001017.0
2019-04-01,USDT,60001017.0
2019-04-02,USDT,60001017.0
2019-04-03,USDT,60001017.0
2019-04-04,USDT,60001017.0
2019-04-05,USDT,60001017.0
2019-04-06,USDT,60001017.0
2019-04-07,USDT,60001017.0
2019-04-08,USDT,110001017.0
2019-04-09,USDT,110001017.0
2019-04-10,USDT,160001017.0
2019-04-11,USDT,160001017.0
2019-04-12,USDT,160001017.0
2019-04-13,USDT,160001017.0
2019-04-14,USDT,160001017.0
2019-04-15,USDT,230001017.0
2019-04-16,USDT,230001017.0
2019-04-17,USDT,230001017.0
2019-04-18,USDT,230001017.0
2019-04-19,USDT,230001017.0
2019-04-20,USDT,230001017.0
2019-04-21,USDT,230001017.0
2019-04-22,USDT,230001017.0
2019-04-23,USDT,230001017.0
2019-04-24,USDT,300001017.0
2019-04-25,USDT,400001017.0
2019-04-26,USDT,400001017.0
2019-04-27,USDT,400001017.0
2019-04-28,USDT,400001017.0
2019-04-29,USDT,400001017.0
2019-04-30,USDT,400001017.0
2019-05-01,USDT,400001017.0
2019-05-02,USDT,400001017.0
2019-05-03,USDT,400001017.0
2019-05-04,USDT,400001017.0
2019-05-05,USDT,400001017.0
2019-05-06,USDT,400001017.0
2019-05-07,USDT,400001017.0
2019-05-08,USDT,400001017.0
2019-05-09,USDT,400001017.0
2019-05-10,USDT,400001017.0
2019-05-11,USDT,400001017.0
2019-05-12,USDT,400001017.0
2019-05-13,USDT,400001016.999999
2019-05-14,USDT,400001017.0
2019-05-15,USDT,400001017.0
2019-05-16,USDT,400001017.0
2019-05-17,USDT,400001017.0
2019-05-18,USDT,400001017.0
2019-05-19,USDT,400001017.0
2019-05-20,USDT,400001017.0
2019-05-21,USDT,400001017.0
2019-05-22,USDT,400001017.0
2019-05-23,USDT,400001017.0
2019-05-24,USDT,500001017.0
2019-05-25,USDT,500001017.0
2019-05-26,USDT,500001017.0
2019-05-27,USDT,500001017.0
2019-05-28,USDT,500001017.0
2019-05-29,USDT,650001017.0
2019-05-30,USDT,650001017.0
2019-05-31,USDT,650001017.0
2019-06-01,USDT,650001017.0
2019-06-02,USDT,650001017.0
2019-06-03,USDT,650001017.0
2019-06-04,USDT,650001017.0
2019-06-05,USDT,650001017.0
2019-06-06,USDT,650001017.000001
2019-06-07,USDT,650001017.000001
2019-06-08,USDT,650001017.000001
2019-06-09,USDT,650001017.000001
2019-06-10,USDT,650001017.000001
2019-06-11,USDT,800001017.000001
2019-06-12,USDT,800001017.000001
2019-06-13,USDT,800001017.000001
2019-06-14,USDT,800001017.000001
2019-06-15,USDT,800001017.000001
2019-06-16,USDT,900001017.000002
2019-06-17,USDT,900001017.000003
2019-06-18,USDT,900001017.000002
2019-06-19,USDT,900001017.000002
2019-06-20,USDT,900001017.000002
2019-06-21,USDT,1000001017.0
2019-06-22,USDT,1000001017.0
2019-06-23,USDT,1000001017.0
2019-06-24,USDT,1000001017.0
2019-06-25,USDT,1000001017.0
2019-06-26,USDT,1000001017.0
2019-06-27,USDT,1000001017.0
2019-06-28,USDT,1000001017.0
2019-06-29,USDT,1000001017.0
2019-06-30,USDT,1000001017.0
2019-07-01,USDT,1100001017.0
2019-07-02,USDT,1100001017.0
2019-07-03,USDT,1100001017.0
2019-07-04,USDT,1200001017.0
2019-07-05,USDT,1200001017.0
2019-07-06,USDT,1200001017.0
2019-07-07,USDT,1200001017.0
2019-07-08,USDT,1300001016.99999
2019-07-09,USDT,1400001016.99999
2019-07-10,USDT,1400001016.99999
2019-07-11,USDT,1400001017.0
2019-07-12,USDT,1400001017.0
2019-07-13,USDT,1400001017.0
2019-07-14,USDT,1400001017.0
2019-07-15,USDT,1400001017.0
2019-07-16,USDT,1400001017.0
2019-07-17,USDT,1450001017.0
2019-07-18,USDT,1450001017.00001
2019-07-19,USDT,1450001017.0
2019-07-20,USDT,1450001017.00001
2019-07-21,USDT,1450001017.00001
2019-07-22,USDT,1450001017.00001
2019-07-23,USDT,1450001017.00001
2019-07-24,USDT,1450001017.00001
2019-07-25,USDT,1450001017.00001
2019-07-26,USDT,1450001017.00001
2019-07-27,USDT,1450001017.00001
2019-07-28,USDT,1450001017.00001
2019-07-29,USDT,1450001017.00001
2019-07-30,USDT,1450001017.00001
2019-07-31,USDT,1450001017.00001
2019-08-01,USDT,1450001017.00001
2019-08-02,USDT,1450001017.00001
2019-08-03,USDT,1450001017.00001
2019-08-04,USDT,1450001017.00001
2019-08-05,USDT,1550001017.00001
2019-08-06,USDT,1550001017.00001
2019-08-07,USDT,1550001017.00001
2019-08-08,USDT,1550001017.00001
2019-08-09,USDT,1550001017.00001
2019-08-10,USDT,1550001017.00001
2019-08-11,USDT,1550001017.00001
2019-08-12,USDT,1550001017.00001
2019-08-13,USDT,1550001017.00001
2019-08-14,USDT,1550001017.00001
2019-08-15,USDT,1550001017.00001
2019-08-16,USDT,1550001017.00001
2019-08-17,USDT,1550001017.00001
2019-08-18,USDT,1550001017.00001
2019-08-19,USDT,1550001017.00001
2019-08-20,USDT,1550001017.00001
2019-08-21,USDT,1550001017.00002
2019-08-22,USDT,1550001017.0
2019-08-23,USDT,1550001017.00001
2019-08-24,USDT,1550001017.00001
2019-08-25,USDT,1550001017.00001
2019-08-26,USDT,1550001017.00001
2019-08-27,USDT,1550001017.00001
2019-08-28,USDT,1550001017.00001
2019-08-29,USDT,1550001017.00001
2019-08-30,USDT,1550001017.00001
2019-08-31,USDT,1550001017.0
2019-09-01,USDT,1550001017.0
2019-09-02,USDT,1560001017.00001
2019-09-03,USDT,1575001017.00001
2019-09-04,USDT,1575001017.00001
2019-09-05,USDT,1575001017.0
2019-09-06,USDT,1615001017.00001
2019-09-07,USDT,1615001017.00001
2019-09-08,USDT,1615001017.00001
2019-09-09,USDT,1615001017.00001
2019-09-10,USDT,1635001017.00001
2019-09-11,USDT,1635001017.00001
2019-09-12,USDT,1935001017.00001
2019-09-13,USDT,1950001017.00001
2019-09-14,USDT,1950001017.00001
2019-09-15,USDT,1950001017.00001
2019-09-16,USDT,1950001017.00001
2019-09-17,USDT,1950001017.00002
2019-09-18,USDT,1950001017.00001
2019-09-19,USDT,1950001017.00001
